SITE,LOCATION,ASPECT,TREE,NEW TREE TAG,PRESSURE [MPa],SPECIES (common),SPECIES (sci),DATE COLLECTED,TIME COLLECTED,TIME MEASURED,TIME OF DAY,Paired Measure Day,AGE,WEATHER NOTES,WHAT MEASURED,TREE NOTES,SHOOT HEIGHT ABOVE GROUND SURFACE [m],VIEWER,INSTRUMENT,APPROXIMATE DBH (CM)
RIVENDELL,,,32,,1.2,,QUCH,10/8/2015,8:17,9:15,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,32,,2,,QUCH,10/8/2015,8:17,9:16,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,32,,1.4,,QUCH,10/8/2015,8:17,9:17,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,297,,1.6,,ARME,10/8/2015,8:24,9:19,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,297,,1.6,,ARME,10/8/2015,8:24,9:19,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,297,,1.7,,ARME,10/8/2015,8:24,9:20,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,next to 297,,1.8,,PSME,10/8/2015,8:30,9:23,pre-dawn,10/8/2015,MATURE,,SHOOT,next to 297,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,next to 297,,1.8,,PSME,10/8/2015,8:30,9:25,pre-dawn,10/8/2015,MATURE,,SHOOT,next to 297,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,next to 297,,1.7,,PSME,10/8/2015,8:30,9:27,pre-dawn,10/8/2015,MATURE,,SHOOT,next to 297,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,near 296,,1.8,,PSME,10/8/2015,8:21,9:27,pre-dawn,10/8/2015,MATURE,,SHOOT,near 296,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,near 296,,1.7,,PSME,10/8/2015,8:21,9:29,pre-dawn,10/8/2015,MATURE,,SHOOT,near 296,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,near 296,,1.6,,PSME,10/8/2015,8:21,9:33,pre-dawn,10/8/2015,MATURE,,SHOOT,near 296,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,24,,0.8,,QUCH,10/8/2015,9:30,9:35,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,24,,0.8,,QUCH,10/8/2015,9:30,9:35,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,24,,0.7,,QUCH,10/8/2015,9:30,9:36,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,24,,0.7,,QUCH,10/8/2015,9:30,9:38,pre-dawn,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,70,,3.7,,ARME,10/8/2015,12:47,13:39,mid-day,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,70,,3.6,,ARME,10/8/2015,12:47,13:40,mid-day,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,70,,3.1,,ARME,10/8/2015,12:47,13:41,mid-day,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,96,,3.5,,QUCH,10/8/2015,12:50,13:43,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, uphill of 70, med",10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,96,,3.2,,QUCH,10/8/2015,12:50,13:43,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, uphill of 70, med",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,96,,3.2,,QUCH,10/8/2015,12:50,13:46,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, uphill of 70, med",10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,95,,2.8,,NODE,10/8/2015,13:00,13:45,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 300, large; camo box",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,95,,2.7,,NODE,10/8/2015,13:00,13:47,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 300, large; camo box",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,95,,2.6,,NODE,10/8/2015,13:00,13:49,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 300, large; camo box",10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,299,,2.6,,QUCH,10/8/2015,13:06,13:50,mid-day,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,299,,2.5,,QUCH,10/8/2015,13:06,13:42,mid-day,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,299,,2.8,,QUCH,10/8/2015,13:06,13:52,mid-day,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,300,,3,,NODE,10/8/2015,13:08,13:54,mid-day,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,300,,2.9,,NODE,10/8/2015,13:08,13:55,mid-day,10/8/2015,MATURE,,SHOOT,,10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,300,,3.1,,NODE,10/8/2015,13:08,13:56,mid-day,10/8/2015,MATURE,,SHOOT,,10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,93,,5.7,,PSME,10/8/2015,13:20,13:59,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 29, med",10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,93,,4.8,,PSME,10/8/2015,13:20,14:00,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 29, med",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,93,,2.2,,PSME,10/8/2015,13:20,14:01,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 29, med",10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,93,,2.4,,PSME,10/8/2015,13:20,14:02,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 29, med",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,94,,2.4,,PSME,10/8/2015,13:20,14:05,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 296, below 93, small",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,94,,2.5,,PSME,10/8/2015,13:20,14:05,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 296, below 93, small",10,ISABEL,Dawson PMS chamber #1,
RIVENDELL,,,94,,2.4,,PSME,10/8/2015,13:20,14:07,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 296, below 93, small",10,C. WONG,Dawson PMS chamber #2,
RIVENDELL,,,94,,2.5,,PSME,10/8/2015,13:20,14:08,mid-day,10/8/2015,MATURE,,SHOOT,"on e. side, next to 296, below 93, small",10,ISABEL,Dawson PMS chamber #1,
SAGEHORN,,,209,,0.3,,QUGA,5/4/2016,6:18,6:30,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,209,,0.3,,QUGA,5/4/2016,6:18,6:31,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,208,,0.25,,QUGA,5/4/2016,6:15,6:36,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,208,,0.25,,QUGA,5/4/2016,6:15,6:38,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,,0.3,,QUGA,5/4/2016,6:20,6:51,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,,0.25,,QUGA,5/4/2016,6:20,6:44,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,207,,0.3,,QUGA,5/4/2016,6:30,6:46,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,207,,0.4,,QUGA,5/4/2016,6:30,6:50,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,206,,0.4,,QUGA,5/4/2016,6:30,6:52,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,206,,0.45,,QUGA,5/4/2016,6:30,6:57,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,,0.4,,QUGA,5/4/2016,6:50,6:58,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,,0.3,,QUGA,5/4/2016,6:50,7:02,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,,0.3,,QUGA,5/4/2016,6:50,7:05,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,205,,0.3,,QUGA,5/4/2016,6:40,7:07,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,205,,0.35,,QUGA,5/4/2016,6:40,7:09,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,205,,0.35,,QUGA,5/4/2016,6:40,7:11,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,204,,0.5,,QUGA,5/4/2016,6:40,7:15,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,204,,0.55,,QUGA,5/4/2016,6:40,7:18,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,204,,0.5,,QUGA,5/4/2016,6:40,7:22,pre-dawn,5/4/2016,MATURE,"clouds, overcast, cool, humid, no rain",SHOOT,,< 2,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,208,,1.8,,QUGA,5/18/2016,13:08,13:20,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,Sun-partial shade shoot,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,204,,1.7,,QUGA,5/18/2016,13:04,13:31,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,204,,1.7,,QUGA,5/18/2016,13:04,13:35,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,206,,1.8,,QUGA,5/18/2016,13:00,13:38,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,206,,1,,QUGA,5/18/2016,13:00,13:40,mid-day,5/19/2016,JUVENILE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,206,,1.8,,QUGA,5/18/2016,13:00,13:42,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,207,,1.8,,QUGA,5/18/2016,12:50,13:46,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,207,,2,,QUGA,5/18/2016,12:50,13:49,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,205,,2,,QUGA,5/18/2016,12:55,13:52,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,205,,1.9,,QUGA,5/18/2016,12:55,13:55,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,209,,1.8,,QUGA,5/18/2016,13:13,13:57,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,209,,1.6,,QUGA,5/18/2016,13:13,14:00,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,NT ADJ,,1.8,,QUGA,5/18/2016,13:17,14:04,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,car park big oak (87),,1.8,,QUGA,5/18/2016,14:09,14:09,mid-day,5/19/2016,MATURE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,Juv. adj. South Instrumented Trees,,2,,QUKE,5/18/2016,14:20,14:26,mid-day,5/19/2016,JUVENILE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,Juv. adj. South Instrumented Trees,,2,,QUGA,5/18/2016,14:19,14:29,mid-day,5/19/2016,JUVENILE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,Juv. adj. South Instrumented Trees,,2.3,,QUGA,5/18/2016,14:19,14:32,mid-day,5/19/2016,JUVENILE,"sunny, clear skies, warm (75-80F), slight to moderate breeze",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,205,,0.4,,QUGA,5/19/2016,5:33,6:08,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,205,,0.4,,QUGA,5/19/2016,5:33,6:10,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,Juv. adj. South Instrumented Trees,,0.6,,QUGA,5/19/2016,5:40,6:12,pre-dawn,5/19/2016,JUVENILE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,204,,0.3,,QUGA,5/19/2016,5:47,6:18,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,204,,0.3,,QUGA,5/19/2016,5:47,6:21,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,206,,0.3,,QUGA,5/19/2016,5:56,6:23,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,206,,0.4,,QUGA,5/19/2016,5:56,6:24,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,car park big oak,,0.6,,QUGA,5/19/2016,6:04,6:27,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,car park big oak,,0.6,,QUGA,5/19/2016,6:04,6:28,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,208,,0.4,,QUGA,5/19/2016,5:58,6:32,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,NT ADJ,,0.4,,QUGA,5/19/2016,5:58,6:34,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,NT ADJ,,0.4,,QUGA,5/19/2016,6:00,6:36,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,209,,0.4,,QUGA,5/19/2016,6:00,6:38,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,209,,0.3,,QUGA,5/19/2016,5:59,6:39,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,207,,0.3,,QUGA,5/19/2016,5:59,6:41,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,207,,0.55,,QUGA,5/19/2016,5:45,6:43,pre-dawn,5/19/2016,MATURE,"cool (low 50sF) mod. breezy, brightening skies, sun not over horizon yet during t Collected",SHOOT,,< 2,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,car park big oak,87,1.1,,QUGA,6/11/2016,5:35,5:45,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,87,0.5,,QUGA,6/11/2016,5:35,5:48,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,87,0.5,,QUGA,6/11/2016,5:35,5:49,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,166,0.4,,QUGA,6/11/2016,5:30,5:50,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,166,0.5,,QUGA,6/11/2016,5:30,5:53,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,166,0.5,,QUGA,6/11/2016,5:30,5:55,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,209,,0.4,,QUGA,6/11/2016,5:24,5:57,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,209,,0.5,,QUGA,6/11/2016,5:24,5:58,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,205,,0.5,,QUGA,6/11/2016,5:12,6:00,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,205,,0.8,,QUGA,6/11/2016,5:12,6:05,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,204,,0.4,,QUGA,6/11/2016,5:16,6:08,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,204,,0.4,,QUGA,6/11/2016,5:16,6:09,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,208,,0.4,,QUGA,6/11/2016,5:20,6:11,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,208,,0.6,,QUGA,6/11/2016,5:20,6:13,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,207,1,0.6,,QUGA,6/11/2016,5:05,6:15,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,207,1,0.55,,QUGA,6/11/2016,5:05,6:18,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,206,,0.6,,QUGA,6/11/2016,5:08,6:22,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,206,,0.8,,QUGA,6/11/2016,5:08,6:24,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,166,2,,QUGA,6/11/2016,12:20,12:30,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,NT ADJ,166,2.7,,QUGA,6/11/2016,12:20,12:37,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,87,1.8,,QUGA,6/11/2016,12:25,12:38,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,car park big oak,87,2.4,,QUGA,6/11/2016,12:25,12:41,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,208,,2.3,,QUGA,6/11/2016,12:18,12:46,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,209,,1.7,,QUGA,6/11/2016,12:14,12:52,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,209,,1.7,,QUGA,6/11/2016,12:14,12:54,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,,207,,2,,QUGA,6/11/2016,12:02,13:00,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
